"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN","date"
"North Carolina",350.99,3382,245.13,2393,152.35,263,2014-05-30
"North Dakota",401.38,176,362.38,252,348.9,19,2014-05-30
"Ohio",335.88,3592,216.49,3490,162.64,466,2014-05-30
"Oklahoma",366.58,891,233.6,846,118.71,160,2014-05-30
"Oregon",209.59,1853,185.13,1605,163.84,77,2014-05-30
"Maryland",372.44,2361,250.34,1936,187.17,174,2014-05-30
"Massachusetts",350.69,3390,293.44,2981,218.76,248,2014-05-30
"Michigan",294.76,3487,277.47,3040,273.42,257,2014-05-30
"Minnesota",366.36,2028,277.89,1944,181.83,109,2014-05-30
"Mississippi",337.81,511,145.68,445,147.1,122,2014-05-30
"Missouri",365.12,1874,244.29,1651,143.53,260,2014-05-30
"Pennsylvania",367.18,4608,267.05,3988,193.82,434,2014-05-30
"Rhode Island",328.58,611,256.61,430,203.71,38,2014-05-30
"South Carolina",343.87,1389,200.71,1114,190.55,141,2014-05-30
"South Dakota",383.04,185,351.01,208,123.94,22,2014-05-30
"Tennessee",354.45,1875,225.12,1522,187.46,176,2014-05-30
"Texas",338.44,7066,233.47,6994,143.16,1010,2014-05-30
"Utah",289.27,807,239.23,852,208.27,55,2014-05-30
"Vermont",376.94,316,321.07,282,190.36,26,2014-05-30
"Virginia",369.42,2920,288.49,2447,222.77,243,2014-05-30
"Washington",232.77,2734,190.03,2832,142.98,128,2014-05-30
"West Virginia",355.97,459,215.59,442,155.8,49,2014-05-30
"Wisconsin",354.95,1893,271.57,1707,237.56,145,2014-05-30
"Wyoming",350.72,108,359.79,158,161.3,11,2014-05-30
"Alabama",337.29,1888,206.17,1805,NA,218,2015-05-30
"Alaska",292.84,405,264.61,573,NA,41,2015-05-30
"Arizona",296.76,2988,208.32,2868,NA,344,2015-05-30
"Arkansas",333.9,990,211.88,992,NA,171,2015-05-30
"California",241.91,18466,187.88,22009,NA,1231,2015-05-30
"Colorado",241.14,3596,194.8,3424,NA,215,2015-05-30
"Connecticut",332.33,2112,264.86,2510,NA,146,2015-05-30
"Delaware",353.64,566,241.95,506,NA,47,2015-05-30
"District of Columbia",345.21,762,282.1,726,NA,54,2015-05-30
"Florida",297.05,10792,215.84,9695,NA,782,2015-05-30
"Georgia",316.98,5217,216.47,4199,NA,346,2015-05-30
"Hawaii",302.47,534,259.2,619,NA,32,2015-05-30
"Idaho",273.11,508,241.6,797,NA,42,2015-05-30
"Illinois",348.86,6377,279.44,6518,NA,508,2015-05-30
"Indiana",328.38,2753,218,2643,NA,362,2015-05-30
"Iowa",362.09,1098,287.37,1222,NA,135,2015-05-30
"Kansas",345.96,1295,260.66,1200,NA,154,2015-05-30
"Kentucky",341.26,1704,184.66,1770,NA,201,2015-05-30
"Louisiana",357.74,1858,240.69,1672,NA,369,2015-05-30
"Maine",304.65,700,232.77,771,NA,73,2015-05-30
"Montana",264.58,786,238.3,446,NA,36,2015-05-30
"Nebraska",330.67,786,239.47,857,NA,78,2015-05-30
"Nevada",266.03,1431,224.01,1651,NA,89,2015-05-30
"New Hampshire",349.95,662,285.17,757,NA,58,2015-05-30
"New Jersey",342.37,3441,283.24,4934,NA,287,2015-05-30
"New Mexico",282.77,904,217.46,775,NA,73,2015-05-30
"New York",338.32,8880,261.03,10154,NA,682,2015-05-30
"North Carolina",341.87,4751,244.13,3620,NA,357,2015-05-30
"North Dakota",383.8,250,338.38,401,NA,27,2015-05-30
"Ohio",331.03,4886,219.15,5081,NA,619,2015-05-30
"Oklahoma",348.64,1296,241.33,1278,NA,215,2015-05-30
"Oregon",202.13,2531,178.16,2402,NA,113,2015-05-30
"Maryland",359.38,3265,265.23,2939,NA,214,2015-05-30
"Massachusetts",339.49,4489,280.38,4453,NA,324,2015-05-30
"Michigan",282.49,4482,263.16,4312,NA,329,2015-05-30
"Minnesota",339.88,2694,269.69,2986,NA,148,2015-05-30
"Mississippi",331.4,795,157.17,746,NA,176,2015-05-30
"Missouri",347.46,2548,248,2493,NA,334,2015-05-30
"Pennsylvania",358.24,6193,268.27,5906,NA,561,2015-05-30
"Rhode Island",313.28,803,248.78,681,NA,47,2015-05-30
"South Carolina",333.84,1998,208.69,1689,NA,187,2015-05-30
"South Dakota",358.78,253,340.17,302,NA,29,2015-05-30
"Tennessee",345.3,2591,227,2297,NA,260,2015-05-30
"Texas",326.02,9568,232.33,10250,NA,1285,2015-05-30
"Utah",284.97,1077,232.95,1230,NA,71,2015-05-30
"Vermont",364.83,408,304.7,434,NA,32,2015-05-30
"Virginia",361.58,4008,289.74,3627,NA,320,2015-05-30
"Washington",231.5,3774,187.19,4141,NA,183,2015-05-30
"West Virginia",357.52,638,224.12,649,NA,64,2015-05-30
"Wisconsin",344.93,2549,272.01,2685,NA,183,2015-05-30
"Wyoming",312.84,147,317.38,226,NA,13,2015-05-30
"Alabama",340.67,1336,203.6,1194,147.57,154,2014-06-30
"Alaska",288.79,316,261.18,386,407.31,32,2014-06-30
"Arizona",300.55,2320,208.89,2051,185.64,275,2014-06-30
"Arkansas",349.17,725,182.95,690,126.2,134,2014-06-30
"California",245.4,14525,191.95,16073,188.57,949,2014-06-30
"Colorado",236.96,2727,196.51,2315,230.11,160,2014-06-30
"Connecticut",343.61,1539,271.46,1671,254.19,104,2014-06-30
"Delaware",367.84,425,227.43,353,204.86,39,2014-06-30
"District of Columbia",345.75,550,290.12,461,209.83,47,2014-06-30
"Florida",302.56,8181,217.72,6791,152.01,617,2014-06-30
"Georgia",326.96,3842,215.7,2892,146.68,271,2014-06-30
"Hawaii",312.12,391,274.89,445,165.55,28,2014-06-30
"Idaho",276.83,380,251.22,562,136.89,28,2014-06-30
"Illinois",355.87,4864,283.41,4527,190.27,401,2014-06-30
"Indiana",333.08,2059,210.42,1875,155.98,288,2014-06-30
"Iowa",366.98,840,289.42,841,246.4,111,2014-06-30
"Kansas",349.94,1003,260.7,822,122.62,127,2014-06-30
"Kentucky",338.06,1269,173.35,1256,123.41,161,2014-06-30
"Louisiana",366.83,1324,245.27,1123,143.37,279,2014-06-30
"Maine",317.46,536,246.02,550,272.95,59,2014-06-30
"Montana",267.47,666,251.54,318,609.45,28,2014-06-30
"Nebraska",343.3,615,249.95,610,133.37,73,2014-06-30
"Nevada",268.09,1074,229.17,1188,234.33,73,2014-06-30
"New Hampshire",358.5,516,290.02,554,643,44,2014-06-30
"New Jersey",349.94,2655,288.3,3491,223.83,225,2014-06-30
"New Mexico",290.36,671,201.78,547,93.19,55,2014-06-30
"New York",347.04,6831,265.86,7284,209.44,554,2014-06-30
"North Carolina",350.2,3482,244.81,2482,149.37,272,2014-06-30
"North Dakota",398.95,179,363.1,261,335.8,20,2014-06-30
"Ohio",335.62,3680,216.91,3612,162.27,480,2014-06-30
"Oklahoma",365.32,917,232.09,890,118.22,163,2014-06-30
"Oregon",208.85,1900,185.05,1639,175.53,80,2014-06-30
"Maryland",371.52,2432,250.69,1999,188.55,177,2014-06-30
"Massachusetts",350.62,3495,292.93,3100,223.73,252,2014-06-30
"Michigan",293.08,3569,276.68,3161,270.6,262,2014-06-30
"Minnesota",359.08,2070,278.05,2013,181.2,110,2014-06-30
"Mississippi",335.19,525,145.88,453,148.49,124,2014-06-30
"Missouri",356.87,1919,244.23,1729,146.19,265,2014-06-30
"Pennsylvania",367.05,4746,266.9,4124,192.02,440,2014-06-30
"Rhode Island",324.61,625,256.03,445,199.96,39,2014-06-30
"South Carolina",343.47,1425,201.95,1153,188.56,145,2014-06-30
"South Dakota",378.21,189,351.27,216,123.94,22,2014-06-30
"Tennessee",353.27,1932,224.95,1585,186.57,185,2014-06-30
"Texas",337.86,7230,232.79,7212,144.18,1033,2014-06-30
"Utah",289.42,824,238.83,886,204.58,56,2014-06-30
"Vermont",375.8,322,319.57,291,190.36,26,2014-06-30
"Virginia",368.9,3002,291.35,2538,222.18,247,2014-06-30
"Washington",232.06,2836,189.93,2908,138.47,136,2014-06-30
"West Virginia",354.4,471,215.1,459,155.8,49,2014-06-30
"Wisconsin",353.52,1934,271.78,1775,237.56,145,2014-06-30
"Wyoming",351.78,110,360.09,159,161.3,12,2014-06-30
"Alabama",340.37,1378,203.51,1236,147.11,158,2014-07-30
"Alaska",288.34,324,260.46,398,403.33,33,2014-07-30
"Arizona",300.88,2381,209.07,2109,186.06,278,2014-07-30
"Arkansas",348.99,741,181.95,712,126.2,134,2014-07-30
"California",245.37,14926,191.57,16621,188.12,975,2014-07-30
"Colorado",238.14,2796,196.74,2404,227.49,166,2014-07-30
"Connecticut",341.89,1598,272.98,1730,254.44,105,2014-07-30
"Delaware",367.76,438,229.7,372,204.86,39,2014-07-30
"District of Columbia",346.37,567,287.98,484,209.83,47,2014-07-30
"Florida",301.79,8392,217.73,7044,151.58,629,2014-07-30
"Georgia",326.76,3935,216.4,2978,145.62,278,2014-07-30
"Hawaii",309.64,408,265.58,455,174.23,29,2014-07-30
"Idaho",276.35,390,249.07,580,165.19,31,2014-07-30
"Illinois",355.83,4990,283.34,4707,194,408,2014-07-30
"Indiana",332.89,2116,211.09,1939,154.32,295,2014-07-30
"Iowa",366.98,863,289.97,874,249.3,112,2014-07-30
"Kansas",350.48,1036,262.86,855,121.73,130,2014-07-30
"Kentucky",338.59,1304,182.21,1298,123.85,164,2014-07-30
"Louisiana",366.72,1363,244.24,1171,142.66,285,2014-07-30
"Maine",317.67,551,246.02,564,272.95,59,2014-07-30
"Montana",266.95,679,242.91,330,588.04,29,2014-07-30
"Nebraska",341.27,630,250.25,624,133.37,73,2014-07-30
"Nevada",269.19,1102,229.56,1233,235.3,75,2014-07-30
"New Hampshire",358.96,526,290.65,577,617.09,46,2014-07-30
"New Jersey",349.59,2736,288.4,3614,227.02,234,2014-07-30
"New Mexico",289.84,695,201.4,566,94.88,58,2014-07-30
"New York",347.25,7024,265.52,7560,208.24,563,2014-07-30
"North Carolina",349.64,3587,245.37,2573,149.22,277,2014-07-30
"North Dakota",405.04,185,364.95,270,336.51,21,2014-07-30
"Ohio",334.88,3789,217.55,3728,165.54,498,2014-07-30
"Oklahoma",364.99,942,233.22,920,119.97,168,2014-07-30
"Oregon",208.82,1961,183.93,1711,175.2,81,2014-07-30
"Maryland",370.63,2517,252.2,2094,187.53,178,2014-07-30
"Massachusetts",350.51,3609,289.23,3205,221.53,265,2014-07-30
"Michigan",291.99,3636,275.54,3251,266.25,270,2014-07-30
"Minnesota",357.8,2115,276.33,2102,184.7,114,2014-07-30
"Mississippi",335.65,534,145.64,467,146.12,128,2014-07-30
"Missouri",357.66,1974,245.21,1795,145.81,271,2014-07-30
"Pennsylvania",366.37,4882,267.51,4257,193.59,457,2014-07-30
"Rhode Island",322.78,637,257.87,461,199.96,40,2014-07-30
"South Carolina",342.34,1476,201.77,1208,186.76,147,2014-07-30
"South Dakota",377.24,193,351.96,222,123.94,22,2014-07-30
"Tennessee",353.47,1980,225.62,1631,184.16,191,2014-07-30
"Texas",337.44,7425,233.23,7471,143.87,1051,2014-07-30
"Utah",288.12,855,238.33,911,207.35,57,2014-07-30
"Vermont",375.27,328,317.07,306,190.36,27,2014-07-30
"Virginia",367.68,3073,291.97,2614,224.71,254,2014-07-30
"Washington",233,2973,190.1,3081,138.47,136,2014-07-30
"West Virginia",354.48,487,214.93,469,145.37,55,2014-07-30
"Wisconsin",353.18,1989,271.92,1854,250.79,147,2014-07-30
"Wyoming",349.69,115,350.37,165,161.3,12,2014-07-30
"Alabama",340.6,1402,205.08,1277,NA,161,2014-08-30
"Alaska",290.7,328,261.71,414,NA,33,2014-08-30
"Arizona",300.33,2425,209.22,2155,NA,283,2014-08-30
"Arkansas",346.86,764,180.05,731,NA,135,2014-08-30
"California",245.12,15224,191.38,17038,NA,995,2014-08-30
"Colorado",238.41,2859,197.1,2481,NA,168,2014-08-30
"Connecticut",341.07,1641,271.55,1773,NA,108,2014-08-30
"Delaware",365.7,450,229.55,382,NA,39,2014-08-30
"District of Columbia",348.73,584,288.3,499,NA,47,2014-08-30
"Florida",302.72,8558,217.68,7253,NA,641,2014-08-30
"Georgia",326.88,4041,216.73,3078,NA,282,2014-08-30
"Hawaii",310,417,267.17,467,NA,29,2014-08-30
"Idaho",277.06,396,248.98,591,NA,32,2014-08-30
"Illinois",355.96,5132,283.15,4859,NA,412,2014-08-30
"Indiana",333.03,2166,211.37,1992,NA,304,2014-08-30
"Iowa",365.66,882,289.21,905,NA,112,2014-08-30
"Kansas",351.3,1067,261.64,886,NA,130,2014-08-30
"Kentucky",337.94,1341,183.6,1328,NA,167,2014-08-30
"Louisiana",366.52,1392,244.84,1208,NA,293,2014-08-30
"Maine",315.45,565,254.37,580,NA,59,2014-08-30
"Montana",266.79,687,251.1,339,NA,30,2014-08-30
"Nebraska",340.27,644,251.05,644,NA,73,2014-08-30
"Nevada",268.08,1127,229.09,1269,NA,76,2014-08-30
"New Hampshire",356.7,540,291.41,589,NA,46,2014-08-30
"New Jersey",348.61,2800,287.82,3723,NA,238,2014-08-30
"New Mexico",289.2,713,201.74,578,NA,58,2014-08-30
"New York",346.08,7190,265.31,7766,NA,576,2014-08-30
"North Carolina",349.1,3672,245.86,2663,NA,285,2014-08-30
"North Dakota",405.46,186,349.7,276,NA,21,2014-08-30
"Ohio",334.56,3865,217.47,3830,NA,503,2014-08-30
"Oklahoma",363.3,966,233.01,941,NA,175,2014-08-30
"Oregon",208.3,2006,183.08,1767,NA,85,2014-08-30
"Maryland",370.6,2578,252.32,2162,NA,182,2014-08-30
"Massachusetts",350.12,3694,288.46,3322,NA,271,2014-08-30
"Michigan",291,3718,274.23,3338,NA,274,2014-08-30
"Minnesota",355.02,2166,276.2,2157,NA,115,2014-08-30
"Mississippi",337.64,549,146.11,481,NA,131,2014-08-30
"Missouri",357.93,2014,246.09,1850,NA,274,2014-08-30
"Pennsylvania",365.95,5017,267.92,4384,NA,469,2014-08-30
"Rhode Island",321.07,659,258.25,477,NA,42,2014-08-30
"South Carolina",341.8,1514,202.71,1242,NA,152,2014-08-30
"South Dakota",377.73,200,348.33,228,NA,22,2014-08-30
"Tennessee",352.62,2029,225.92,1670,NA,198,2014-08-30
"Texas",336.93,7554,232.35,7649,NA,1068,2014-08-30
"Utah",287.43,873,238.46,934,NA,57,2014-08-30
"Vermont",374.86,333,316.84,321,NA,29,2014-08-30
"Virginia",366.82,3163,291.58,2724,NA,257,2014-08-30
"Washington",232.68,3028,189.74,3167,NA,144,2014-08-30
"West Virginia",354.47,497,215.8,487,NA,55,2014-08-30
"Wisconsin",352.87,2031,271.56,1926,NA,150,2014-08-30
"Wyoming",330.41,117,356.25,170,NA,12,2014-08-30
"Alabama",339.81,1425,204.65,1307,NA,162,2014-09-30
"Alaska",291.41,331,262.29,423,NA,34,2014-09-30
"Arizona",300.11,2447,210.22,2195,NA,290,2014-09-30
"Arkansas",345.81,779,179.96,748,NA,136,2014-09-30
"California",245.01,15410,190.98,17357,NA,1001,2014-09-30
"Colorado",238.12,2899,196.91,2524,NA,168,2014-09-30
"Connecticut",340.73,1670,270.62,1822,NA,112,2014-09-30
"Delaware",365.92,458,231.45,394,NA,39,2014-09-30
"District of Columbia",350.27,602,288.91,514,NA,48,2014-09-30
"Florida",302.03,8720,217.89,7435,NA,650,2014-09-30
"Georgia",326.49,4106,217.29,3133,NA,287,2014-09-30
"Hawaii",310.34,421,268.95,473,NA,29,2014-09-30
"Idaho",276.15,402,247.95,607,NA,33,2014-09-30
"Illinois",356.53,5218,282.95,4995,NA,420,2014-09-30
"Indiana",332.75,2208,213.2,2041,NA,308,2014-09-30
"Iowa",365.96,898,288.88,922,NA,114,2014-09-30
"Kansas",350.67,1082,262.82,903,NA,130,2014-09-30
"Kentucky",338.57,1368,174.37,1357,NA,170,2014-09-30
"Louisiana",366.02,1414,243.74,1229,NA,297,2014-09-30
"Maine",314.86,569,245.54,594,NA,59,2014-09-30
"Montana",266.44,695,250.28,344,NA,30,2014-09-30
"Nebraska",338.86,653,249.79,661,NA,74,2014-09-30
"Nevada",268.45,1141,229.74,1291,NA,76,2014-09-30
"New Hampshire",356.53,549,290.33,598,NA,47,2014-09-30
"New Jersey",348.24,2840,287.65,3799,NA,239,2014-09-30
"New Mexico",288.43,730,202.56,595,NA,59,2014-09-30
"New York",346.7,7295,264.87,7921,NA,583,2014-09-30
"North Carolina",347.7,3745,245.38,2725,NA,288,2014-09-30
"North Dakota",395.33,192,347.23,284,NA,21,2014-09-30
"Ohio",334.31,3931,217.87,3900,NA,514,2014-09-30
"Oklahoma",364.92,992,233.88,964,NA,177,2014-09-30
"Oregon",208.09,2032,182.45,1802,NA,85,2014-09-30
"Maryland",369.68,2614,253.17,2211,NA,185,2014-09-30
"Massachusetts",349.56,3745,288.64,3411,NA,272,2014-09-30
"Michigan",289.82,3764,273.63,3388,NA,277,2014-09-30
"Minnesota",354.58,2184,275.45,2206,NA,118,2014-09-30
"Mississippi",337.05,557,145.37,491,NA,133,2014-09-30
"Missouri",357.95,2051,245.77,1904,NA,276,2014-09-30
"Pennsylvania",365.32,5094,267.57,4465,NA,475,2014-09-30
"Rhode Island",320.23,666,259.28,483,NA,43,2014-09-30
"South Carolina",341.27,1540,203.28,1262,NA,155,2014-09-30
"South Dakota",377.57,203,349.65,231,NA,24,2014-09-30
"Tennessee",352.12,2059,227,1702,NA,201,2014-09-30
"Texas",336.73,7652,232.63,7777,NA,1084,2014-09-30
"Utah",287.58,887,238.43,956,NA,58,2014-09-30
"Vermont",374.25,335,315.94,329,NA,29,2014-09-30
"Virginia",366.57,3212,291.55,2778,NA,262,2014-09-30
"Washington",233.19,3073,189.39,3229,NA,145,2014-09-30
"West Virginia",355.46,504,215.99,493,NA,57,2014-09-30
"Wisconsin",352.36,2070,272.72,1972,NA,152,2014-09-30
"Wyoming",328.51,119,354.94,171,NA,12,2014-09-30
"Alabama",338.82,1450,204.87,1346,NA,171,2014-10-30
"Alaska",290.52,337,261.83,434,NA,37,2014-10-30
"Arizona",300.21,2487,210.54,2246,NA,295,2014-10-30
"Arkansas",344.14,797,179.77,768,NA,139,2014-10-30
"California",245.09,15659,191.01,17738,NA,1021,2014-10-30
"Colorado",237.69,2957,196.25,2601,NA,171,2014-10-30
"Connecticut",340.38,1712,270.8,1884,NA,116,2014-10-30
"Delaware",364.09,469,233.21,402,NA,39,2014-10-30
"District of Columbia",349.8,613,287.35,527,NA,48,2014-10-30
"Florida",301.61,8870,217.92,7593,NA,658,2014-10-30
"Georgia",325.91,4177,217.23,3177,NA,289,2014-10-30
"Hawaii",310.97,426,267.46,481,NA,29,2014-10-30
"Idaho",276.48,416,247.3,622,NA,35,2014-10-30
"Illinois",355.42,5301,282.9,5113,NA,426,2014-10-30
"Indiana",332.4,2243,213.94,2079,NA,313,2014-10-30
"Iowa",365.62,920,288.76,944,NA,115,2014-10-30
"Kansas",350.78,1100,261.68,923,NA,133,2014-10-30
"Kentucky",339.54,1388,174,1388,NA,174,2014-10-30
"Louisiana",365.22,1434,242.97,1253,NA,300,2014-10-30
"Maine",315.64,581,243.85,610,NA,59,2014-10-30
"Montana",265.95,709,247.99,348,NA,30,2014-10-30
"Nebraska",340.5,666,247.99,669,NA,74,2014-10-30
"Nevada",267.09,1167,229.39,1316,NA,76,2014-10-30
"New Hampshire",356.26,558,290.57,615,NA,49,2014-10-30
"New Jersey",348.08,2897,287.89,3884,NA,243,2014-10-30
"New Mexico",288.34,742,213.58,608,NA,60,2014-10-30
"New York",345.8,7414,264.68,8089,NA,592,2014-10-30
"North Carolina",347.66,3817,245.73,2796,NA,295,2014-10-30
"North Dakota",393.66,198,342.27,300,NA,22,2014-10-30
"Ohio",333.9,3997,217.67,3982,NA,520,2014-10-30
"Oklahoma",363.56,1016,234.6,988,NA,182,2014-10-30
"Oregon",207.79,2069,181.68,1841,NA,86,2014-10-30
"Maryland",368.76,2681,256.27,2270,NA,188,2014-10-30
"Massachusetts",348.88,3800,288.06,3483,NA,275,2014-10-30
"Michigan",290.53,3821,272.22,3463,NA,283,2014-10-30
"Minnesota",353.82,2236,275.19,2274,NA,119,2014-10-30
"Mississippi",336.81,574,146.85,506,NA,135,2014-10-30
"Missouri",353.14,2092,245.83,1953,NA,283,2014-10-30
"Pennsylvania",364.15,5207,268.89,4579,NA,482,2014-10-30
"Rhode Island",319.09,677,260.27,502,NA,46,2014-10-30
"South Carolina",340.72,1575,202.93,1292,NA,157,2014-10-30
"South Dakota",377.08,208,348.54,233,NA,25,2014-10-30
"Tennessee",351.48,2099,226.72,1755,NA,203,2014-10-30
"Texas",336.85,7760,232.92,7922,NA,1094,2014-10-30
"Utah",287.61,897,238.4,979,NA,58,2014-10-30
"Vermont",373.04,338,312.08,340,NA,30,2014-10-30
"Virginia",367.1,3279,292.91,2848,NA,264,2014-10-30
"Washington",233.54,3142,189.57,3307,NA,145,2014-10-30
"West Virginia",355.04,515,218.51,503,NA,58,2014-10-30
"Wisconsin",352.1,2110,272.47,2029,NA,156,2014-10-30
"Wyoming",329.04,121,353.86,178,NA,12,2014-10-30
"Alabama",339.42,1489,205.66,1398,NA,178,2014-11-30
"Alaska",290.27,345,269.08,455,NA,37,2014-11-30
"Arizona",299.86,2567,210.34,2330,NA,299,2014-11-30
"Arkansas",343.71,824,206.26,804,NA,141,2014-11-30
"California",244.43,16102,190.26,18452,NA,1061,2014-11-30
"Colorado",244.03,3053,195.7,2740,NA,175,2014-11-30
"Connecticut",339.11,1779,268.82,1978,NA,120,2014-11-30
"Delaware",363.93,476,235.73,417,NA,40,2014-11-30
"District of Columbia",348.64,640,281.09,559,NA,49,2014-11-30
"Florida",300.83,9131,217.54,7882,NA,674,2014-11-30
"Georgia",324.87,4286,217.46,3325,NA,301,2014-11-30
"Hawaii",309.87,438,267.03,495,NA,29,2014-11-30
"Idaho",274.87,432,245.56,651,NA,35,2014-11-30
"Illinois",354.83,5455,283.15,5330,NA,436,2014-11-30
"Indiana",332.79,2323,213.78,2164,NA,318,2014-11-30
"Iowa",365.25,949,289.46,1000,NA,117,2014-11-30
"Kansas",350.37,1126,261.87,955,NA,135,2014-11-30
"Kentucky",338.75,1446,173.95,1451,NA,176,2014-11-30
"Louisiana",363.31,1474,241.02,1306,NA,309,2014-11-30
"Maine",315.06,598,236.01,641,NA,60,2014-11-30
"Montana",265.84,721,241.84,362,NA,32,2014-11-30
"Nebraska",337.81,682,246.76,700,NA,75,2014-11-30
"Nevada",266.63,1197,227.15,1375,NA,78,2014-11-30
"New Hampshire",355.43,577,295.13,637,NA,51,2014-11-30
"New Jersey",346.14,2983,287.17,4044,NA,251,2014-11-30
"New Mexico",288.27,772,215.58,640,NA,64,2014-11-30
"New York",345.13,7635,264.34,8416,NA,609,2014-11-30
"North Carolina",346.21,3965,245.07,2915,NA,308,2014-11-30
"North Dakota",397.09,204,345.27,311,NA,23,2014-11-30
"Ohio",333.3,4120,218.62,4129,NA,534,2014-11-30
"Oklahoma",356.94,1064,234.63,1030,NA,189,2014-11-30
"Oregon",206.82,2128,181.16,1949,NA,91,2014-11-30
"Maryland",367.01,2776,255.11,2368,NA,191,2014-11-30
"Massachusetts",347.52,3907,286.9,3652,NA,281,2014-11-30
"Michigan",289.32,3907,270.41,3611,NA,289,2014-11-30
"Minnesota",352.63,2298,274.33,2372,NA,122,2014-11-30
"Mississippi",337.43,586,147.9,524,NA,140,2014-11-30
"Missouri",352.08,2157,245.35,2038,NA,291,2014-11-30
"Pennsylvania",363.57,5367,268.99,4782,NA,494,2014-11-30
"Rhode Island",317.87,706,260.13,535,NA,46,2014-11-30
"South Carolina",338.44,1627,204.86,1359,NA,161,2014-11-30
"South Dakota",356.93,217,348.91,247,NA,25,2014-11-30
"Tennessee",350.12,2167,225.58,1835,NA,211,2014-11-30
"Texas",335.46,8006,232.95,8239,NA,1125,2014-11-30
"Utah",290.28,932,237.32,1009,NA,60,2014-11-30
"Vermont",372.21,350,310.73,353,NA,32,2014-11-30
"Virginia",365.67,3391,292.12,2969,NA,279,2014-11-30
"Washington",233.81,3251,189.49,3445,NA,154,2014-11-30
"West Virginia",358.42,535,220.62,522,NA,59,2014-11-30
"Wisconsin",350.75,2177,274,2109,NA,162,2014-11-30
"Wyoming",326.89,125,354.2,184,NA,12,2014-11-30
"Alabama",339.75,1036,198.81,930,149.49,123,2013-12-30
"Alaska",288.75,252,260.6,297,388.58,26,2013-12-30
"Arizona",303.46,1937,209.43,1623,189.45,222,2013-12-30
"Arkansas",361.85,576,185.62,544,125.87,112,2013-12-30
"California",248.82,12065,193.54,12779,193.8,773,2013-12-30
"Colorado",236.21,2148,195.41,1699,213.44,124,2013-12-30
"Connecticut",348.22,1290,274.52,1308,257.36,91,2013-12-30
"Delaware",374.31,345,226.25,273,199.88,34,2013-12-30
"District of Columbia",352.26,433,295.53,345,213.72,39,2013-12-30
"Florida",306.47,6494,219.96,5223,157.73,513,2013-12-30
"Georgia",332.19,3089,213.15,2262,143.45,227,2013-12-30
"Hawaii",310.96,328,270.38,350,160.46,25,2013-12-30
"Idaho",276.02,313,254.63,444,132.61,20,2013-12-30
"Illinois",359.7,4005,287.49,3635,181.25,329,2013-12-30
"Indiana",335.96,1661,206.2,1443,154.05,248,2013-12-30
"Iowa",371.7,697,292.04,648,252.24,103,2013-12-30
"Kansas",353.65,833,261,626,124.72,108,2013-12-30
"Kentucky",337.67,1012,182.98,981,120.31,132,2013-12-30
"Louisiana",377.99,1069,243.48,861,153.73,224,2013-12-30
"Maine",321.04,448,259.13,424,214.8,52,2013-12-30
"Montana",279.73,585,258.24,257,734.65,22,2013-12-30
"Nebraska",352.64,508,246.84,509,142.99,62,2013-12-30
"Nevada",269.69,898,218.99,924,233.47,60,2013-12-30
"New Hampshire",366.47,422,289.81,440,561.05,38,2013-12-30
"New Jersey",354.92,2240,294.54,2798,225.62,185,2013-12-30
"New Mexico",294.72,560,216.55,434,63.7,42,2013-12-30
"New York",352.02,5791,268.98,5814,190.75,480,2013-12-30
"North Carolina",355.97,2769,247.14,1908,152.09,226,2013-12-30
"North Dakota",412.81,135,361.62,198,269.55,13,2013-12-30
"Ohio",336.78,3042,212.5,2811,168.72,398,2013-12-30
"Oklahoma",362.72,749,227.5,662,122.45,129,2013-12-30
"Oregon",213.47,1609,188.53,1334,175.87,61,2013-12-30
"Maryland",379.91,1959,248.79,1539,196.59,152,2013-12-30
"Massachusetts",354.96,2875,297.21,2464,217.89,219,2013-12-30
"Michigan",299.41,3045,277.63,2525,227.48,230,2013-12-30
"Minnesota",370.7,1708,280.44,1530,183.29,101,2013-12-30
"Mississippi",340.28,410,150.02,350,138.35,94,2013-12-30
"Missouri",370.75,1556,241.23,1282,153.48,204,2013-12-30
"Pennsylvania",372.6,3819,266.26,3198,193.06,362,2013-12-30
"Rhode Island",335.29,529,262.07,360,207.93,33,2013-12-30
"South Carolina",349.99,1150,202.21,898,176.93,119,2013-12-30
"South Dakota",387.8,161,363.8,165,125.68,20,2013-12-30
"Tennessee",359.7,1543,223.73,1219,200.59,147,2013-12-30
"Texas",343.35,5974,235.89,5621,141.87,848,2013-12-30
"Utah",291.54,684,232.9,662,169.84,42,2013-12-30
"Vermont",379.88,277,323.31,224,187.06,24,2013-12-30
"Virginia",374.11,2464,288.37,1954,221.99,201,2013-12-30
"Washington",236.23,2341,192.03,2336,148.33,108,2013-12-30
"West Virginia",360.98,349,197.75,367,158.25,40,2013-12-30
"Wisconsin",357.7,1618,267.62,1365,229.91,125,2013-12-30
"Wyoming",355.9,93,378.95,134,161.3,11,2013-12-30
"Alabama",338.17,1535,208.02,1459,NA,182,2014-12-30
"Alaska",303.02,350,270.82,474,NA,37,2014-12-30
"Arizona",298.8,2634,209.54,2424,NA,305,2014-12-30
"Arkansas",341.68,846,207.74,831,NA,145,2014-12-30
